ResourceARN,Region,TaggingMethod,TagsApplied,Status
arn:aws:logs:us-east-1:015992161532:log-group:/aws/sagemaker/Endpoints/mlops-may-05232023-staging,us-east-1,-,-,NO_MATCH
arn:aws:cloudtrail:ap-northeast-2:015992161532:channel/aws-service-channel/resource-explorer-2/28801f5c-1094-4ab1-a7f6-7ebc7b5f8ff6,ap-northeast-2,-,-,NO_MATCH
arn:aws:memorydb:ca-central-1:015992161532:parametergroup/default.memorydb-valkey7,ca-central-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/service-role/AmazonSagemakerCanvasForecastRole-1694039305045,us-east-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/codebuild/sagemaker-mlops-may-05202023-p-ku7157u3frwb-testing,us-east-1,-,-,NO_MATCH
arn:aws:logs:eu-west-1:015992161532:log-group:/aws/lambda/eks-workshop-ide-EksWorkshopIdeBootstrapInstanceLa-CCiHA9PAP3w6,eu-west-1,-,-,NO_MATCH
arn:aws:ssm:eu-central-1:015992161532:parameter/retail-store-ecs/catalog/db-endpoint,eu-central-1,resourcegroupstaggingapi,{'Application': 'ai'},DRY-RUN
arn:aws:iam::015992161532:policy/service-role/CodeBuildCloudWatchLogsPolicy-vproappbuild-us-east-1,us-east-1,-,-,NO_MATCH
arn:aws:memorydb:eu-west-1:015992161532:acl/open-access,eu-west-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/lambda/Applications-CustomCDKECRDeploymentbd07c930edb9411-1HZGhgY4d6h5,us-east-1,-,-,NO_MATCH
arn:aws:ec2:eu-central-1:015992161532:security-group-rule/sgr-015a35e37daaef659,eu-central-1,-,-,NO_MATCH
arn:aws:ec2:ap-south-1:015992161532:security-group-rule/sgr-0a82ae93805671ce6,ap-south-1,-,-,NO_MATCH
arn:aws:ecs:us-east-1:015992161532:capacity-provider/FARGATE,us-east-1,-,-,NO_MATCH
arn:aws:memorydb:sa-east-1:015992161532:parametergroup/default.memorydb-redis6,sa-east-1,-,-,NO_MATCH
arn:aws:elasticloadbalancing:eu-central-1:015992161532:targetgroup/ui-application/a30548dfc1b267c7,eu-central-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/service-role/AmazonSageMaker-ExecutionRole-20230814T120201,us-east-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/lambda/EventLog_Processer,us-east-1,-,-,NO_MATCH
arn:aws:ec2:eu-central-1:015992161532:security-group-rule/sgr-0edf17a0204e8e3cf,eu-central-1,-,-,NO_MATCH
arn:aws:ecs:eu-central-1:015992161532:task-definition/retail-store-ecs-ui:5,eu-central-1,resourcegroupstaggingapi,{'Application': 'ai'},DRY-RUN
arn:aws:logs:eu-north-1:015992161532:log-group:/aws-glue/crawlers,eu-north-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/lambda/glueworkshop-cicd-DeleteBucketFunction-H6kWd2Gc7dhp,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/service-role/AmazonSagemakerCanvasForecastRole-sagemakeruser,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/amp-iamproxy-query-role,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/ec2SeveralAccess-04092024,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/AWSLoadBalancerControllerIAMPolicy,us-east-1,-,-,NO_MATCH
arn:aws:cloudtrail:ap-southeast-2:015992161532:channel/aws-service-channel/resource-explorer-2/5a28ff45-a63c-46a1-a4ec-fd13d2ae9299,ap-southeast-2,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/codebuild/mlops-test,us-east-1,-,-,NO_MATCH
arn:aws:ec2:us-west-2:015992161532:subnet/subnet-0035d465423713392,us-west-2,-,-,NO_MATCH
arn:aws:ec2:eu-north-1:015992161532:security-group-rule/sgr-0c72b937ab5e2154b,eu-north-1,-,-,NO_MATCH
arn:aws:ec2:us-west-1:015992161532:network-interface/eni-0559cbf40c1d47834,us-west-1,-,-,NO_MATCH
arn:aws:resource-explorer-2:eu-west-2:015992161532:index/9945853a-1a05-46f7-98f6-f53dbe7e1ccb,eu-west-2,-,-,NO_MATCH
arn:aws:kms:us-east-1:015992161532:key/6fdc1fcf-b7ce-480c-b8cd-e529855ab1f5,us-east-1,-,-,NO_MATCH
arn:aws:rds:us-east-2:015992161532:cluster-pg:default.aurora-postgresql13,us-east-2,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/lambda/Observability-Workshop-SourceCodeLambdaFunction-Gg6DJSuyUm6I,us-east-1,resourcegroupstaggingapi,{'Application': 'bs'},DRY-RUN
arn:aws:iam::015992161532:oidc-provider/oidc.eks.us-east-1.amazonaws.com/id/0EE8568ADD510B46815483666AEB6143,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/service-role/AmazonSageMakerServiceCatalogProductsCloudformationRole,us-east-1,resourcegroupstaggingapi,{'Environment': 'prod'},DRY-RUN
arn:aws:iam::015992161532:policy/service-role/CodePipeline-CodeBuild-us-east-1-vprofile-CI-Pipeline,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/service-role/AmazonGrafanaSNSPolicy-RriSPmhJK,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/service-role/AmazonGrafanaAmazonOpenSearchPolicy-Mgi7dGch8,us-east-1,-,-,NO_MATCH
arn:aws:ec2:us-west-1:015992161532:security-group-rule/sgr-060625003f9930620,us-west-1,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/service-role/KinesisFirehoseServicePolicy-Kinesis-analytics-Delivery-PUT-S3-Qn8Vc-us-east-1,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/service-role/start-pipeline-execution-us-east-1-mlops-test,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:instance-profile/vprofile-s3,us-east-1,-,-,NO_MATCH
arn:aws:ec2:ap-northeast-2:015992161532:subnet/subnet-0a15c506da6cec825,ap-northeast-2,-,-,NO_MATCH
arn:aws:sns:us-east-1:015992161532:Dev-Topic,us-east-1,resourcegroupstaggingapi,{'Environment': 'dev'},DRY-RUN
arn:aws:logs:us-east-2:015992161532:log-group:/aws/lambda/Observability-Workshop-CodePipelineReadyFunction-dDei0sTPolyQ,us-east-2,resourcegroupstaggingapi,{'Application': 'bs'},DRY-RUN
arn:aws:ec2:ap-southeast-2:015992161532:subnet/subnet-0b05c380616c0a380,ap-southeast-2,-,-,NO_MATCH
arn:aws:memorydb:eu-north-1:015992161532:parametergroup/default.memorydb-valkey7.search,eu-north-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/lambda/RedshiftImmersionLab-EC2Ins-LambdaFunctionDMSRoles-keFstPhk0WUF,us-east-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/codebuild/sagemaker-mlops-may-05222023-p-eblktjcndtve-testing,us-east-1,-,-,NO_MATCH
arn:aws:events:eu-central-1:015992161532:rule/AutoScalingManagedRule,eu-central-1,-,-,NO_MATCH
arn:aws:ec2:us-east-1:015992161532:subnet/subnet-06f8b4651eaba8303,us-east-1,-,-,NO_MATCH
arn:aws:sagemaker:us-east-1:015992161532:feature-group/ImmersionDay2,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/vprofile-s3,us-east-1,-,-,NO_MATCH
arn:aws:athena:us-west-2:015992161532:workgroup/primary,us-west-2,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/codebuild/sagemaker-mlops-may-p-scugqysjslsn-modeldeploy,us-east-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/lambda/Services-awscdkawseksKube-ProviderframeworkonEvent-GClLXi44Vfh8,us-east-1,-,-,NO_MATCH
arn:aws:ec2:eu-north-1:015992161532:internet-gateway/igw-0403f3e32812c0fd0,eu-north-1,-,-,NO_MATCH
arn:aws:s3:::olusegunolajide.com,us-east-1,-,-,NO_MATCH
arn:aws:ec2:us-west-1:015992161532:security-group-rule/sgr-059449e4b89929906,us-west-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/lambda/gluedemocicdprod-unzipFilesFunction-3Jw7Q3sCe8Bt,us-east-1,resourcegroupstaggingapi,{'Environment': 'prod'},DRY-RUN
arn:aws:s3:::cdkstack-mykodekloudcdkbucket05272025cbacf7eb-rncsne9yzrlh,us-east-1,-,-,NO_MATCH
arn:aws:kms:eu-central-1:015992161532:key/fe4e0176-e355-4f36-b52c-5fd2bf3eccd5,eu-central-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/service-role/AmazonSageMakerServiceCatalogProductsCodePipelineRole,us-east-1,resourcegroupstaggingapi,{'Environment': 'prod'},DRY-RUN
arn:aws:ec2:us-east-2:015992161532:security-group/sg-09060aab41ca1b856,us-east-2,-,-,NO_MATCH
arn:aws:iam::015992161532:role/S3Role,us-east-1,-,-,NO_MATCH
arn:aws:ec2:us-west-1:015992161532:network-interface/eni-06080ad4678e41e3e,us-west-1,-,-,NO_MATCH
arn:aws:s3:::elasticbeanstalk-us-east-1-015992161532,us-east-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/lambda/Observability-Workshop-CodePipelineReadyFunction-7EWS7JYWUjcR,us-east-1,resourcegroupstaggingapi,{'Application': 'bs'},DRY-RUN
arn:aws:kms:us-east-1:015992161532:key/a8fefc81-4409-4f86-813c-3cc2d0595a10,us-east-1,-,-,NO_MATCH
arn:aws:ec2:us-east-1:015992161532:security-group-rule/sgr-0a2ae8233e807bbe8,us-east-1,-,-,NO_MATCH
arn:aws:kms:us-east-1:015992161532:key/0d8e1f1b-b2d2-43b2-9024-9d63f8f3f186,us-east-1,-,-,NO_MATCH
arn:aws:memorydb:eu-west-1:015992161532:parametergroup/default.memorydb-redis7.search.preview,eu-west-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/lambda/Services-awscdkawseksClus-ProviderframeworkisCompl-zMCjULBAqZHe,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/aws-service-role/ecs.amazonaws.com/AWSServiceRoleForECS,us-east-1,-,-,NO_MATCH
arn:aws:elasticache:ap-northeast-1:015992161532:user:default,ap-northeast-1,-,-,NO_MATCH
arn:aws:memorydb:eu-west-1:015992161532:parametergroup/default.memorydb-redis6,eu-west-1,-,-,NO_MATCH
arn:aws:cloudtrail:ap-southeast-1:015992161532:channel/aws-service-channel/resource-explorer-2/dac0de75-d3bd-4b10-b0d6-2ac11db8c341,ap-southeast-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/lambda/glueworkshop-cicd-triggerInitialCommitF-nRtBJOxHOeXw,us-east-1,-,-,NO_MATCH
arn:aws:sagemaker:us-east-1:015992161532:model/pipelines-piy885yc0ek8-abalonecreatemodel-c-8zjoa98yjb,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/AMPIngestPolicy,us-east-1,-,-,NO_MATCH
arn:aws:kms:us-east-1:015992161532:key/1f120710-ab6e-4e1c-8882-871e6c354c5a,us-east-1,-,-,NO_MATCH
arn:aws:ec2:us-east-2:015992161532:key-pair/key-05c96716d976b48a4,us-east-2,-,-,NO_MATCH
arn:aws:memorydb:ap-southeast-1:015992161532:acl/open-access,ap-southeast-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/aws-service-role/redshift.amazonaws.com/AWSServiceRoleForRedshift,us-east-1,-,-,NO_MATCH
arn:aws:ec2:eu-west-3:015992161532:security-group-rule/sgr-0be2153c948ae8577,eu-west-3,-,-,NO_MATCH
arn:aws:iam::015992161532:role/dtgi_sample_ssm,us-east-1,-,-,NO_MATCH
arn:aws:logs:eu-central-1:015992161532:log-group:API-Gateway-Execution-Logs_ykbtxbpnc1/prod,eu-central-1,resourcegroupstaggingapi,{'Environment': 'prod'},DRY-RUN
arn:aws:logs:us-east-1:015992161532:log-group:/aws-glue/ml-transforms/output,us-east-1,-,-,NO_MATCH
arn:aws:kms:us-east-1:015992161532:key/fd0875b3-3eb4-410d-8e0d-5f9c03f25618,us-east-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/sagemaker/ProcessingJobs,us-east-1,resourcegroupstaggingapi,{'Application': 'bs'},DRY-RUN
arn:aws:ec2:us-east-1:015992161532:security-group/sg-02ddbcfa33bb3fc9e,us-east-1,-,-,NO_MATCH
arn:aws:logs:eu-central-1:015992161532:log-group:/aws/lambda/ws-serverless-patterns-us-DeleteUserAddressFunctio-2APMj666Xo97,eu-central-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/service-role/first-function-role-qrd3o352,us-east-1,-,-,NO_MATCH
arn:aws:ec2:ap-northeast-1:015992161532:subnet/subnet-0a76bc797a42897d4,ap-northeast-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/lambda/Services-awscdkawseksKubectlProvid-Handler886CB40B-BtaJpgCfwy29,us-east-1,resourcegroupstaggingapi,{'Application': 'bec'},DRY-RUN
arn:aws:iam::015992161532:role/aws-service-role/ops.apigateway.amazonaws.com/AWSServiceRoleForAPIGateway,us-east-1,-,-,NO_MATCH
arn:aws:ec2:us-west-2:015992161532:dhcp-options/dopt-05e0e8a5dcc99c97c,us-west-2,-,-,NO_MATCH
arn:aws:ec2:sa-east-1:015992161532:security-group-rule/sgr-05de2e337ac21213d,sa-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/service-role/AmazonSagemakerCanvasForecastRole-20230907T033284,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:instance-profile/AWS-EC2-Administrator-Role,us-east-1,-,-,NO_MATCH
arn:aws:ec2:ap-northeast-1:015992161532:internet-gateway/igw-092a5bfc848868092,ap-northeast-1,-,-,NO_MATCH
arn:aws:memorydb:ap-southeast-2:015992161532:parametergroup/default.memorydb-redis7.search,ap-southeast-2,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/amp-ingest-policy,us-east-1,-,-,NO_MATCH
arn:aws:logs:eu-central-1:015992161532:log-group:API-Gateway-Execution-Logs_kp7fze6bhf/dev,eu-central-1,resourcegroupstaggingapi,{'Environment': 'dev'},DRY-RUN
arn:aws:glue:us-east-1:015992161532:job/Combine Data Files,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/service-role/SM_StudioAppPermissions_1711644264656,us-east-1,-,-,NO_MATCH
arn:aws:ce::015992161532:anomalymonitor/7509ade7-b153-4c7b-83a1-b7191c522dd4,us-east-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:RDSOSMetrics,us-east-1,-,-,NO_MATCH
arn:aws:kms:us-east-2:015992161532:key/5e74cf6c-623d-47fe-b574-57f4b6e10eff,us-east-2,-,-,NO_MATCH
arn:aws:glue:us-east-1:015992161532:database/default,us-east-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/lambda/kodeklouddemo,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:instance-profile/mongodb-instance-profile,us-east-1,-,-,NO_MATCH
arn:aws:ec2:us-east-1:015992161532:internet-gateway/igw-015e449181fe3a225,us-east-1,-,-,NO_MATCH
arn:aws:ec2:eu-west-1:015992161532:route-table/rtb-015eb248ba53a4fef,eu-west-1,-,-,NO_MATCH
arn:aws:ec2:eu-central-1:015992161532:security-group-rule/sgr-0da9bc4c9b653ed5e,eu-central-1,-,-,NO_MATCH
arn:aws:ec2:ap-south-1:015992161532:security-group-rule/sgr-0a00cf0cc5e378d38,ap-south-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/aws-service-role/ssm.amazonaws.com/AWSServiceRoleForAmazonSSM,us-east-1,-,-,NO_MATCH
arn:aws:ec2:ap-northeast-1:015992161532:security-group-rule/sgr-0a12efc4291351a0c,ap-northeast-1,-,-,NO_MATCH
arn:aws:elasticache:eu-west-3:015992161532:user:default,eu-west-3,-,-,NO_MATCH
arn:aws:glue:us-east-1:015992161532:database/momentum,us-east-1,-,-,NO_MATCH
arn:aws:ec2:sa-east-1:015992161532:route-table/rtb-049c2ddb9c24faf76,sa-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/service-role/AmazonSageMaker-ExecutionPolicy-20230624T022162,us-east-1,-,-,NO_MATCH
arn:aws:logs:us-east-2:015992161532:log-group:/aws/lambda/Services-CustomCDKBucketDeployment8693BB64968944B6-xIt6viSmG2BZ,us-east-2,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws-glue/python-jobs/output,us-east-1,resourcegroupstaggingapi,{'Application': 'bs'},DRY-RUN
arn:aws:ec2:ap-southeast-2:015992161532:internet-gateway/igw-07ecac4de6c9e0531,ap-southeast-2,-,-,NO_MATCH
arn:aws:kms:us-east-2:015992161532:key/46fd0cbd-63a8-4787-a136-f60fdf8ecc72,us-east-2,-,-,NO_MATCH
arn:aws:logs:us-east-2:015992161532:log-group:/aws/lambda-insights,us-east-2,-,-,NO_MATCH
arn:aws:ec2:eu-central-1:015992161532:security-group-rule/sgr-0a02be70e8f18ba31,eu-central-1,-,-,NO_MATCH
arn:aws:ec2:eu-central-1:015992161532:security-group/sg-071406b26e8051071,eu-central-1,-,-,NO_MATCH
arn:aws:kms:us-east-1:015992161532:key/b0b68b96-b0e0-46d8-85c0-f8d1efc7f578,us-east-1,-,-,NO_MATCH
arn:aws:ec2:ap-northeast-3:015992161532:network-acl/acl-0988df14798aa0c8d,ap-northeast-3,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/lambda/RedshiftImmersionLab-Reds-LambdaFunctionDefaultRol-9iGnNUCASCA1,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/demo-cluster-cluster-20250210083149607800000002,us-east-1,-,-,NO_MATCH
arn:aws:ec2:ap-southeast-2:015992161532:network-acl/acl-0653fa79dbae8c5c4,ap-southeast-2,-,-,NO_MATCH
arn:aws:ec2:us-east-1:015992161532:network-acl/acl-0f751e90c4bf760bd,us-east-1,-,-,NO_MATCH
arn:aws:ec2:ap-south-1:015992161532:security-group/sg-044514a17b214ae01,ap-south-1,-,-,NO_MATCH
arn:aws:ec2:us-west-1:015992161532:security-group-rule/sgr-0f4931a01cf550216,us-west-1,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/service-role/AmazonGrafanaAmazonOpenSearchPolicy-VSezxTUBE,us-east-1,-,-,NO_MATCH
arn:aws:logs:us-east-2:015992161532:log-group:/aws/lambda/Observability-Workshop-SourceCodeLambdaFunction-G2PbhTQhlas2,us-east-2,resourcegroupstaggingapi,{'Application': 'bs'},DRY-RUN
arn:aws:ecs:us-east-2:015992161532:task-definition/ServicessearchservicetaskDefinition5B1108A7:1,us-east-2,resourcegroupstaggingapi,{'Application': 'hs'},DRY-RUN
arn:aws:ecs:eu-central-1:015992161532:task-definition/retail-store-ecs-catalog:1,eu-central-1,resourcegroupstaggingapi,{'Application': 'ai'},DRY-RUN
arn:aws:ec2:ap-south-1:015992161532:security-group-rule/sgr-06daa34420e8edd54,ap-south-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/sagemaker/Endpoints/xgboost-2023-06-30-02-43-11-703,us-east-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/codebuild/Advanced-Testing,us-east-1,-,-,NO_MATCH
arn:aws:secretsmanager:eu-central-1:015992161532:secret:retail-store-ecs-catalog-db/username-lK8GYc,eu-central-1,resourcegroupstaggingapi,{'Application': 'ai'},DRY-RUN
arn:aws:ec2:eu-central-1:015992161532:security-group/sg-0bdcfb3a58313bb67,eu-central-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/sagemaker/Endpoints/mlops-may-staging,us-east-1,-,-,NO_MATCH
arn:aws:ec2:us-east-2:015992161532:security-group-rule/sgr-0136a816c6c4f07ce,us-east-2,-,-,NO_MATCH
arn:aws:ec2:us-east-2:015992161532:security-group-rule/sgr-02875fc6936808504,us-east-2,-,-,NO_MATCH
arn:aws:ec2:eu-central-1:015992161532:subnet/subnet-0fb6a3a336102ca42,eu-central-1,-,-,NO_MATCH
arn:aws:ec2:ap-south-1:015992161532:vpc/vpc-06b6809c08cb34023,ap-south-1,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/service-role/AWSLambdaBasicExecutionRole-36f05b73-4d98-4fa6-86ef-71918d317861,us-east-1,-,-,NO_MATCH
arn:aws:memorydb:eu-west-1:015992161532:parametergroup/default.memorydb-redis7,eu-west-1,-,-,NO_MATCH
arn:aws:logs:eu-central-1:015992161532:log-group:API-Gateway-Execution-Logs_uzopk498k3/dev,eu-central-1,resourcegroupstaggingapi,{'Environment': 'dev'},DRY-RUN
arn:aws:logs:us-east-1:015992161532:log-group:/aws/lambda/HelloWorldStack2023-HelloWorldFunction-TI30N8OBClT4,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/Services-statusupdaterservicePetAdoptionStatusUpdat-CYISgzI4VpRm,us-east-1,-,-,NO_MATCH
arn:aws:ecs:us-west-1:015992161532:capacity-provider/FARGATE,us-west-1,-,-,NO_MATCH
arn:aws:ec2:ap-northeast-3:015992161532:subnet/subnet-002e5721a2b95ae96,ap-northeast-3,-,-,NO_MATCH
arn:aws:ec2:eu-west-3:015992161532:subnet/subnet-09724486ab4e85ed0,eu-west-3,-,-,NO_MATCH
arn:aws:memorydb:ap-southeast-2:015992161532:parametergroup/default.memorydb-redis6,ap-southeast-2,-,-,NO_MATCH
arn:aws:ec2:us-west-1:015992161532:security-group-rule/sgr-069c8e79249b87f58,us-west-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/codebuild/PipelineDeployProject,us-east-1,-,-,NO_MATCH
arn:aws:ec2:eu-central-1:015992161532:security-group-rule/sgr-0ca467ccc0dc7db3f,eu-central-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/lambda/KinesisDataGeneratorCognitoSetup,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/service-role/AWSLambdaBasicExecutionRole-0c18b684-c97c-477e-9eb6-f1577c8aee48,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/service-role/KinesisFirehoseServicePolicy-trainingb7-PUT-S3-F2JvL-us-east-1,us-east-1,resourcegroupstaggingapi,{'Application': 'ai'},DRY-RUN
arn:aws:ec2:ca-central-1:015992161532:dhcp-options/dopt-095c0db1652c508bd,ca-central-1,-,-,NO_MATCH
arn:aws:ec2:us-east-1:015992161532:security-group-rule/sgr-02986e1052b5ace16,us-east-1,-,-,NO_MATCH
arn:aws:athena:eu-west-2:015992161532:datacatalog/AwsDataCatalog,eu-west-2,-,-,NO_MATCH
arn:aws:ec2:us-east-2:015992161532:security-group/sg-0cfb7e9cf64f4a80c,us-east-2,-,-,NO_MATCH
arn:aws:ec2:ap-south-1:015992161532:security-group-rule/sgr-004d81179dfc1c8bb,ap-south-1,-,-,NO_MATCH
arn:aws:memorydb:us-west-1:015992161532:parametergroup/default.memorydb-redis6,us-west-1,-,-,NO_MATCH
arn:aws:elasticache:ap-southeast-1:015992161532:user:default,ap-southeast-1,-,-,NO_MATCH
arn:aws:kms:eu-central-1:015992161532:key/f738adcd-f91a-4084-94be-3d570079e249,eu-central-1,-,-,NO_MATCH
arn:aws:elasticache:ca-central-1:015992161532:user:default,ca-central-1,-,-,NO_MATCH
arn:aws:ec2:sa-east-1:015992161532:security-group-rule/sgr-0d0dba42f5fe22a13,sa-east-1,-,-,NO_MATCH
arn:aws:ec2:eu-central-1:015992161532:security-group-rule/sgr-056ea5f616ec12c8c,eu-central-1,-,-,NO_MATCH
arn:aws:codeartifact:us-east-1:015992161532:repository/java-webapp-maven-repo/maven-central-store,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:user/test_admin,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/service-role/AWSLambdaBasicExecutionRole-8dd4be32-ed83-408c-abdd-c99d33d249da,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/service-role/EventLog_Processer-role-3g5umny9,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/aws-reserved/sso.amazonaws.com/AWSReservedSSO_AWSServiceCatalogEndUserAccess_ec701e085d7d6f84,us-east-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/lambda/kinesis-pre-lab-S3BucketHandler-oOwFgqjfi7xk,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/Amazon_EBS_CSI_Driver,us-east-1,resourcegroupstaggingapi,{'Application': 'bs'},DRY-RUN
arn:aws:elasticache:ap-southeast-2:015992161532:user:default,ap-southeast-2,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/lambda/Services-StepFnlambdastepreadDDBF7497E96-bteT6Y1V1d9U,us-east-1,-,-,NO_MATCH
arn:aws:ec2:us-east-1:015992161532:key-pair/key-024916e999608bc51,us-east-1,-,-,NO_MATCH
arn:aws:ec2:ap-south-1:015992161532:security-group-rule/sgr-07b4b4602f8e0a02a,ap-south-1,-,-,NO_MATCH
arn:aws:memorydb:sa-east-1:015992161532:parametergroup/default.memorydb-redis7.search,sa-east-1,-,-,NO_MATCH
arn:aws:athena:ap-northeast-1:015992161532:workgroup/primary,ap-northeast-1,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/service-role/AmazonSageMaker-ExecutionPolicy-20230520T090937,us-east-1,-,-,NO_MATCH
arn:aws:rds:us-east-1:015992161532:pg:default.aurora-postgresql13,us-east-1,-,-,NO_MATCH
arn:aws:ec2:eu-central-1:015992161532:internet-gateway/igw-091a1fd2165af8018,eu-central-1,-,-,NO_MATCH
arn:aws:ec2:us-west-1:015992161532:security-group-rule/sgr-092ac936b87f680a5,us-west-1,-,-,NO_MATCH
arn:aws:ec2:ap-south-1:015992161532:security-group-rule/sgr-0bc72ac5ba9866b1b,ap-south-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/service-role/m1-add-sample-data-role-ew7x4ond,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/service-role/AWSControlTowerStackSetRole,us-east-1,-,-,NO_MATCH
arn:aws:ec2:us-east-1:015992161532:security-group/sg-0a1a6a58dd1cf4485,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:oidc-provider/oidc.eks.us-east-1.amazonaws.com/id/70BAD54DF6266F9D883FB07A00EB2A4A,us-east-1,-,-,NO_MATCH
arn:aws:ecs:eu-west-2:015992161532:capacity-provider/FARGATE_SPOT,eu-west-2,-,-,NO_MATCH
arn:aws:glue:us-east-1:015992161532:table/momentum/cra_audit_il,us-east-1,-,-,NO_MATCH
arn:aws:memorydb:ap-south-1:015992161532:parametergroup/default.memorydb-valkey7.search,ap-south-1,-,-,NO_MATCH
arn:aws:ec2:ap-south-1:015992161532:subnet/subnet-0ab17047db42dffbe,ap-south-1,-,-,NO_MATCH
arn:aws:memorydb:eu-west-2:015992161532:parametergroup/default.memorydb-redis7.search,eu-west-2,-,-,NO_MATCH
arn:aws:logs:eu-central-1:015992161532:log-group:/aws/lambda/ServerlessApp-GetAllItemsFunction-DGTROahmBvqN,eu-central-1,-,-,NO_MATCH
arn:aws:rds:us-east-1:015992161532:og:default:aurora-mysql-8-0,us-east-1,-,-,NO_MATCH
arn:aws:kms:eu-west-1:015992161532:key/04d50ce0-7b08-4ba8-934e-05f2b38b1334,eu-west-1,-,-,NO_MATCH
