ResourceARN,Region,TaggingMethod,TagsApplied,Status
arn:aws:logs:eu-central-1:015992161532:log-group:API-Gateway-Execution-Logs_d2ameb2ms2/prod,eu-central-1,resourcegroupstaggingapi,{'Environment': 'prod'},DRY-RUN
arn:aws:glue:us-east-1:015992161532:table/default/cra_audit_il,us-east-1,-,-,NO_MATCH
arn:aws:kms:us-east-1:015992161532:key/c14bc827-1842-46bb-8fe1-be3038a7d9ed,us-east-1,-,-,NO_MATCH
arn:aws:logs:us-east-2:015992161532:log-group:/aws/vendedlogs/states/waiter-state-machine-Services-awscdkawseksClus-ProviderframeworkisCompl-8NbkV1SwxTZX-c88b73db1ba6271bb3002dcf457bdd0093610ccfea,us-east-2,resourcegroupstaggingapi,{'Application': 'ai'},DRY-RUN
arn:aws:elasticache:ap-northeast-2:015992161532:user:default,ap-northeast-2,-,-,NO_MATCH
arn:aws:ec2:us-east-1:015992161532:key-pair/key-04ef1f8be9ae0b435,us-east-1,-,-,NO_MATCH
arn:aws:ec2:ap-south-1:015992161532:security-group/sg-0e13f66e44115413a,ap-south-1,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/service-role/AWSCodePipelineServiceRole-us-east-1-vprocicdpipeline,us-east-1,-,-,NO_MATCH
arn:aws:ec2:eu-central-1:015992161532:security-group-rule/sgr-0e55788fb171bffd7,eu-central-1,-,-,NO_MATCH
arn:aws:ecs:eu-west-3:015992161532:capacity-provider/FARGATE,eu-west-3,-,-,NO_MATCH
arn:aws:iam::015992161532:instance-profile/eks-node-instance-profile,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/service-role/cwe-role-us-east-1-MyFirstPipeline,us-east-1,-,-,NO_MATCH
arn:aws:resource-groups:us-east-1:015992161532:group/AppManager-CFN-Services,us-east-1,-,-,NO_MATCH
arn:aws:cognito-idp:eu-central-1:015992161532:userpool/eu-central-1_aNpVqWJWy,eu-central-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/service-role/AWSControlTowerAdmin,us-east-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/lambda/Observability-Workshop-CodePipelineReadyFunction-DjpXtHbsmJzW,us-east-1,resourcegroupstaggingapi,{'Application': 'bsm'},DRY-RUN
arn:aws:logs:us-east-1:015992161532:log-group:/aws/lambda/Applications-ApplicationsMyCluster-Handler886CB40B-hi4WQxhKZQvc,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/service-role/kinesis-analytics-service-kinesis-analytics-us-east-1,us-east-1,-,-,NO_MATCH
arn:aws:ec2:us-west-2:015992161532:subnet/subnet-05ef76f304f0d14f9,us-west-2,-,-,NO_MATCH
arn:aws:ec2:ca-central-1:015992161532:subnet/subnet-0dfa88a98bbb19406,ca-central-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/aws-service-role/elasticfilesystem.amazonaws.com/AWSServiceRoleForAmazonElasticFileSystem,us-east-1,-,-,NO_MATCH
arn:aws:ec2:us-east-1:015992161532:security-group/sg-02cf4a83b321376e1,us-east-1,-,-,NO_MATCH
arn:aws:ec2:us-east-1:015992161532:security-group-rule/sgr-07d980b3aac9416c0,us-east-1,-,-,NO_MATCH
arn:aws:ec2:us-west-1:015992161532:security-group-rule/sgr-03a948859d8a740a8,us-west-1,-,-,NO_MATCH
arn:aws:ec2:ap-south-1:015992161532:key-pair/key-0461f629c489a7f19,ap-south-1,-,-,NO_MATCH
arn:aws:glue:us-east-1:015992161532:crawler/traning-b7-crawler,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/service-role/AmazonSageMakerServiceCatalogProductsCodeBuildRole,us-east-1,resourcegroupstaggingapi,{'Environment': 'prod'},DRY-RUN
arn:aws:ec2:ap-south-1:015992161532:subnet/subnet-0db6a6623fc99a7be,ap-south-1,-,-,NO_MATCH
arn:aws:ec2:eu-central-1:015992161532:subnet/subnet-08c9b79e3444704ce,eu-central-1,-,-,NO_MATCH
arn:aws:ec2:us-east-1:015992161532:snapshot/snap-04ef0279cca88a158,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/aws-service-role/cloud9.amazonaws.com/AWSServiceRoleForAWSCloud9,us-east-1,-,-,NO_MATCH
arn:aws:ecs:eu-west-1:015992161532:capacity-provider/FARGATE_SPOT,eu-west-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/AWS-EC2-Administrator-Role,us-east-1,-,-,NO_MATCH
arn:aws:databrew:us-east-1:015992161532:recipe/covid-testing-recipe,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/service-role/AmazonGrafanaSNSPolicy-9v1Cuvz0I,us-east-1,-,-,NO_MATCH
arn:aws:ec2:ap-south-1:015992161532:security-group/sg-0b78975405e74c572,ap-south-1,-,-,NO_MATCH
arn:aws:ec2:us-east-1:015992161532:security-group-rule/sgr-0e440a8fe9b49514b,us-east-1,-,-,NO_MATCH
arn:aws:kms:us-east-1:015992161532:key/cb038905-0d61-442e-b7e2-4277d3e7066d,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/service-role/AmazonSageMaker-ExecutionPolicy-20230731T094121,us-east-1,-,-,NO_MATCH
arn:aws:ec2:us-east-2:015992161532:security-group-rule/sgr-026513685d84f12a4,us-east-2,-,-,NO_MATCH
arn:aws:iam::015992161532:instance-profile/jenkins-devops-workshop-role,us-east-1,resourcegroupstaggingapi,{'Environment': 'dev'},DRY-RUN
arn:aws:memorydb:eu-west-2:015992161532:parametergroup/default.memorydb-valkey7,eu-west-2,-,-,NO_MATCH
arn:aws:logs:us-east-2:015992161532:log-group:/aws/containerinsights/PetSite/dataplane,us-east-2,resourcegroupstaggingapi,{'Application': 'ai'},DRY-RUN
arn:aws:memorydb:us-west-2:015992161532:parametergroup/default.memorydb-redis6,us-west-2,-,-,NO_MATCH
arn:aws:iam::015992161532:role/aws-service-role/config.amazonaws.com/AWSServiceRoleForConfig,us-east-1,-,-,NO_MATCH
arn:aws:elasticache:us-east-1:015992161532:parametergroup:vprofile-rearch-cache-paragrp,us-east-1,-,-,NO_MATCH
arn:aws:memorydb:us-west-1:015992161532:parametergroup/default.memorydb-valkey7.search,us-west-1,-,-,NO_MATCH
arn:aws:athena:us-east-1:015992161532:workgroup/primary,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/service-role/PostMarco-role-x31lgw05,us-east-1,-,-,NO_MATCH
arn:aws:athena:us-west-1:015992161532:workgroup/primary,us-west-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/codebuild/sagemaker-mlops-may-p-scugqysjslsn-modelbuild,us-east-1,-,-,NO_MATCH
arn:aws:ecs:ap-southeast-1:015992161532:capacity-provider/FARGATE_SPOT,ap-southeast-1,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/service-role/AWSCodePipelineServiceRole-us-east-1-mlops-test,us-east-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws-glue/jobs/logs-v2,us-east-1,resourcegroupstaggingapi,{'Application': 'bs'},DRY-RUN
arn:aws:backup:us-east-1:015992161532:backup-plan:aws/efs/73d922fb-9312-3a70-99c3-e69367f9fdad,us-east-1,-,-,NO_MATCH
arn:aws:ec2:ap-northeast-3:015992161532:subnet/subnet-0e1d00374723388da,ap-northeast-3,-,-,NO_MATCH
arn:aws:ec2:us-east-1:015992161532:key-pair/key-08b55f1ec4aa0eb10,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/service-role/codebuild-vproappbuild-service-role,us-east-1,-,-,NO_MATCH
arn:aws:ec2:ap-south-1:015992161532:security-group-rule/sgr-06301e1fb92d5fbfe,ap-south-1,-,-,NO_MATCH
arn:aws:ec2:eu-west-3:015992161532:vpc/vpc-0ee8d1a27055ece8d,eu-west-3,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/service-role/CodeBuildBasePolicy-codebuild04202025-vpro-code-analysis-service-role-us-east-1,us-east-1,-,-,NO_MATCH
arn:aws:codecommit:us-east-1:015992161532:my-nodejs-app,us-east-1,-,-,NO_MATCH
arn:aws:ec2:eu-central-1:015992161532:key-pair/key-0008b9aecfbcbfe99,eu-central-1,-,-,NO_MATCH
arn:aws:ec2:ap-southeast-1:015992161532:internet-gateway/igw-0e94dbf3036f57409,ap-southeast-1,-,-,NO_MATCH
arn:aws:ec2:ca-central-1:015992161532:security-group-rule/sgr-093993cf6cb14ced0,ca-central-1,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/service-role/CodeBuildCodeConnectionsSourceCredentialsPolicy-vprofile-Build-Artifact-us-east-1-015992161532,us-east-1,-,-,NO_MATCH
arn:aws:kms:us-east-2:015992161532:key/ab20bf22-f4e3-4f27-9cc1-4290b3b4e7df,us-east-2,-,-,NO_MATCH
arn:aws:ec2:ap-south-1:015992161532:security-group/sg-03a5fc1cd49643f93,ap-south-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/lambda/gluedemocicdtest-unzipFilesFunction-MHETKRHUKw5g,us-east-1,-,-,NO_MATCH
arn:aws:kms:eu-west-1:015992161532:key/a2a401c6-2304-4e17-9468-0ff6a0349820,eu-west-1,-,-,NO_MATCH
arn:aws:ec2:us-east-2:015992161532:security-group-rule/sgr-0d12c3288131e956f,us-east-2,-,-,NO_MATCH
arn:aws:logs:us-east-2:015992161532:log-group:/aws/containerinsights/PetSite/performance,us-east-2,resourcegroupstaggingapi,{'Application': 'ai'},DRY-RUN
arn:aws:iam::015992161532:policy/service-role/AWSControlTowerStackSetRolePolicy,us-east-1,-,-,NO_MATCH
arn:aws:ec2:eu-west-3:015992161532:network-acl/acl-0f24e79153b877366,eu-west-3,-,-,NO_MATCH
arn:aws:kms:eu-west-1:015992161532:key/8c32b1b3-b47a-4d22-9c99-9b55fa670243,eu-west-1,-,-,NO_MATCH
arn:aws:logs:us-east-2:015992161532:log-group:/codebuild/PipelineDeployProject,us-east-2,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/service-role/AmazonGrafanaSNSPolicy-dliVhAZMy,us-east-1,-,-,NO_MATCH
arn:aws:memorydb:us-east-1:015992161532:parametergroup/default.memorydb-redis7.search.preview,us-east-1,-,-,NO_MATCH
arn:aws:ecs:us-east-2:015992161532:capacity-provider/FARGATE,us-east-2,-,-,NO_MATCH
arn:aws:iam::015992161532:oidc-provider/oidc.eks.us-east-1.amazonaws.com/id/2C147A99FD2AE2AEF5C26AD5BEE81D64,us-east-1,-,-,NO_MATCH
arn:aws:ecs:eu-north-1:015992161532:capacity-provider/FARGATE,eu-north-1,-,-,NO_MATCH
arn:aws:ec2:us-east-2:015992161532:internet-gateway/igw-0c46338aea9158a7b,us-east-2,-,-,NO_MATCH
arn:aws:iam::015992161532:role/my-tweet-puller,us-east-1,-,-,NO_MATCH
arn:aws:ec2:ap-southeast-2:015992161532:security-group/sg-07a2eddf92bab53ed,ap-southeast-2,-,-,NO_MATCH
arn:aws:ec2:eu-west-2:015992161532:security-group/sg-06e610fa5037fc1c6,eu-west-2,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:MLflowStack-MLflowContainerLogGroupACBF29FF-kiJDM4aBnP0J,us-east-1,resourcegroupstaggingapi,{'Application': 'ai'},DRY-RUN
arn:aws:memorydb:ap-south-1:015992161532:parametergroup/default.memorydb-redis7.search,ap-south-1,-,-,NO_MATCH
arn:aws:resource-explorer-2:ap-northeast-1:015992161532:index/7d784e1a-afa7-4f9a-962d-f37b2af345b3,ap-northeast-1,-,-,NO_MATCH
arn:aws:ecs:ap-northeast-1:015992161532:capacity-provider/FARGATE_SPOT,ap-northeast-1,-,-,NO_MATCH
arn:aws:memorydb:us-west-2:015992161532:parametergroup/default.memorydb-redis7.search.preview,us-west-2,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/lambda/databricks-workspace-stack-c-databricksApiFunction-SOndewQtgERv,us-east-1,resourcegroupstaggingapi,{'Application': 'databricks'},DRY-RUN
arn:aws:iam::015992161532:role/service-role/AmazonGrafanaServiceRole-Mgi7dGch8,us-east-1,-,-,NO_MATCH
arn:aws:ec2:eu-central-1:015992161532:network-acl/acl-0dc6c700c9f54fa46,eu-central-1,-,-,NO_MATCH
arn:aws:kms:eu-west-1:015992161532:key/235d9e92-c915-4139-8236-e7cfed191992,eu-west-1,-,-,NO_MATCH
arn:aws:resource-groups:us-east-1:015992161532:group/AppManager-CFN-Services-awscdkawseksClusterResourceProviderNestedStackawscdkawseksClusterResourceProv-AKKQF28SCC8G,us-east-1,-,-,NO_MATCH
arn:aws:secretsmanager:us-east-1:015992161532:secret:rentzone-app-dev-secrets-nEEGYw,us-east-1,resourcegroupstaggingapi,{'Environment': 'dev'},DRY-RUN
arn:aws:elasticache:us-west-2:015992161532:user:default,us-west-2,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/lambda/Momentum,us-east-1,-,-,NO_MATCH
arn:aws:ec2:us-west-1:015992161532:security-group-rule/sgr-0d7f53018a0d1e0f9,us-west-1,-,-,NO_MATCH
arn:aws:iam::015992161532:oidc-provider/oidc.eks.us-east-1.amazonaws.com/id/3F22E0389E38C6A310CE3AC6E021B5C3,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/AWSLoadBalancerControllerIAMPolicy-v2,us-east-1,-,-,NO_MATCH
arn:aws:ec2:ap-south-1:015992161532:security-group-rule/sgr-0051e2f254372960a,ap-south-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/lambda/glueworkshop-cicd-DeleteBucketFunction-LVq9sipbVVIT,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/aws-service-role/eks-nodegroup.amazonaws.com/AWSServiceRoleForAmazonEKSNodegroup,us-east-1,-,-,NO_MATCH
arn:aws:glue:us-east-1:015992161532:table/momentum/loan_amounts_by_year_1,us-east-1,-,-,NO_MATCH
arn:aws:memorydb:ap-southeast-2:015992161532:parametergroup/default.memorydb-redis7,ap-southeast-2,-,-,NO_MATCH
arn:aws:s3:::aws-sam-cli-managed-default-samclisourcebucket-pw1roflgjsol,us-east-1,-,-,NO_MATCH
arn:aws:ec2:us-east-2:015992161532:security-group-rule/sgr-0f38eae4463abc821,us-east-2,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/sagemaker/Endpoints/mlops-may-05202023-staging,us-east-1,-,-,NO_MATCH
arn:aws:ec2:ca-central-1:015992161532:subnet/subnet-0d00957c58961ec5a,ca-central-1,-,-,NO_MATCH
arn:aws:ec2:eu-central-1:015992161532:security-group-rule/sgr-070fad5a7cf614c19,eu-central-1,-,-,NO_MATCH
arn:aws:memorydb:eu-central-1:015992161532:parametergroup/default.memorydb-redis6,eu-central-1,-,-,NO_MATCH
arn:aws:events:eu-central-1:015992161532:event-bus/default,eu-central-1,-,-,NO_MATCH
arn:aws:ec2:ap-south-1:015992161532:security-group-rule/sgr-0e86a762c0b19ac62,ap-south-1,-,-,NO_MATCH
arn:aws:ec2:us-east-1:015992161532:security-group-rule/sgr-0ec99dcd4a978ce56,us-east-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/lambda/databricks-workspace-stack-ce812-CopyZipsFunction-IlMpvLoUS9w1,us-east-1,resourcegroupstaggingapi,{'Application': 'databricks'},DRY-RUN
arn:aws:resource-explorer-2:ap-southeast-2:015992161532:index/17d493c1-b40f-4724-bc54-de0d41660bc3,ap-southeast-2,-,-,NO_MATCH
arn:aws:ec2:us-east-1:015992161532:security-group/sg-02a1ad125278dc954,us-east-1,-,-,NO_MATCH
arn:aws:ec2:eu-central-1:015992161532:prefix-list/pl-0e6968b9a3e4a2762,eu-central-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/apigateway/welcome,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/aws-service-role/trustedadvisor.amazonaws.com/AWSServiceRoleForTrustedAdvisor,us-east-1,-,-,NO_MATCH
arn:aws:ec2:ap-south-1:015992161532:network-acl/acl-087ee134fdfc53342,ap-south-1,-,-,NO_MATCH
arn:aws:ec2:ap-northeast-2:015992161532:internet-gateway/igw-08bc45e1d85091e61,ap-northeast-2,-,-,NO_MATCH
arn:aws:iam::015992161532:role/aws-service-role/resource-explorer-2.amazonaws.com/AWSServiceRoleForResourceExplorer,us-east-1,-,-,NO_MATCH
arn:aws:ec2:ca-central-1:015992161532:security-group/sg-06bbf5e1e4f0cd48d,ca-central-1,-,-,NO_MATCH
arn:aws:events:ap-northeast-3:015992161532:event-bus/default,ap-northeast-3,-,-,NO_MATCH
arn:aws:rds:us-east-1:015992161532:pg:default.aurora-mysql8.0,us-east-1,-,-,NO_MATCH
arn:aws:events:us-east-2:015992161532:rule/awscodestarnotifications-rule,us-east-2,-,-,NO_MATCH
arn:aws:ec2:us-east-2:015992161532:vpc/vpc-000b0ab0cf5bb4e4e,us-east-2,-,-,NO_MATCH
arn:aws:ec2:us-east-2:015992161532:subnet/subnet-0edcc109c9d92b2da,us-east-2,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/ecs/containerinsights/Services-PetSearchF16438F8-b2hnrCVb34aT/performance,us-east-1,resourcegroupstaggingapi,{'Application': 'ai'},DRY-RUN
arn:aws:memorydb:ap-northeast-2:015992161532:user/default,ap-northeast-2,-,-,NO_MATCH
arn:aws:ec2:eu-west-2:015992161532:subnet/subnet-0211dfcd380310ee7,eu-west-2,-,-,NO_MATCH
arn:aws:ec2:eu-central-1:015992161532:subnet/subnet-047c2d11922883fdd,eu-central-1,-,-,NO_MATCH
arn:aws:ec2:ap-south-1:015992161532:security-group-rule/sgr-0979015df88ce11c7,ap-south-1,-,-,NO_MATCH
arn:aws:dynamodb:us-east-1:015992161532:table/demo-terraform-eks-state-locks,us-east-1,-,-,NO_MATCH
arn:aws:ec2:us-east-1:015992161532:security-group-rule/sgr-063a130804faf9907,us-east-1,-,-,NO_MATCH
arn:aws:memorydb:sa-east-1:015992161532:acl/open-access,sa-east-1,-,-,NO_MATCH
arn:aws:kms:eu-central-1:015992161532:key/a08b8ae9-002c-4c53-955f-40a5396f2f0c,eu-central-1,-,-,NO_MATCH
arn:aws:ec2:ap-south-1:015992161532:security-group-rule/sgr-0409f002a2f003439,ap-south-1,-,-,NO_MATCH
arn:aws:memorydb:sa-east-1:015992161532:parametergroup/default.memorydb-valkey7.search,sa-east-1,-,-,NO_MATCH
arn:aws:acm:us-east-1:015992161532:certificate/2092c270-0acd-4690-92d0-a4bca6975660,us-east-1,-,-,NO_MATCH
arn:aws:kms:us-east-1:015992161532:key/a56eca1e-ca4a-4d8c-ad50-df601f3d5435,us-east-1,-,-,NO_MATCH
arn:aws:ec2:ap-south-1:015992161532:key-pair/key-0295b4a4779fd430d,ap-south-1,-,-,NO_MATCH
arn:aws:ec2:sa-east-1:015992161532:dhcp-options/dopt-04d172bb001187290,sa-east-1,-,-,NO_MATCH
arn:aws:elasticloadbalancing:us-east-1:015992161532:targetgroup/git-2025030614514120880000000c/1ff9c93d5eb1f47f,us-east-1,-,-,NO_MATCH
arn:aws:sagemaker:us-east-1:015992161532:pipeline/mlops-05212023-p-yur0aphrbxai,us-east-1,resourcegroupstaggingapi,{'Application': 'ai'},DRY-RUN
arn:aws:iam::015992161532:instance-profile/EKSWorkerNodePolicy,us-east-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/containerinsights/PetSite/performance,us-east-1,resourcegroupstaggingapi,{'Application': 'ai'},DRY-RUN
arn:aws:backup:us-east-1:015992161532:backup-vault:aws/efs/automatic-backup-vault,us-east-1,resourcegroupstaggingapi,"{'Application': 'backup', 'Owner': 'ec2'}",DRY-RUN
arn:aws:iam::015992161532:policy/vprofile-parametersReadPermission,us-east-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/aws-service-role/ec2-instance-connect.amazonaws.com/AWSServiceRoleForEc2InstanceConnect,us-east-1,-,-,NO_MATCH
arn:aws:ec2:eu-west-2:015992161532:security-group-rule/sgr-02b03069f87b2671b,eu-west-2,-,-,NO_MATCH
arn:aws:ec2:us-east-2:015992161532:security-group-rule/sgr-04d79cc578a2ed038,us-east-2,-,-,NO_MATCH
arn:aws:ec2:eu-west-2:015992161532:subnet/subnet-0c38cb1ef38333d3b,eu-west-2,-,-,NO_MATCH
arn:aws:ec2:us-east-1:015992161532:dhcp-options/dopt-02a5e2279b0ba8410,us-east-1,-,-,NO_MATCH
arn:aws:ec2:ap-south-1:015992161532:key-pair/key-05610d03de5d69ff4,ap-south-1,-,-,NO_MATCH
arn:aws:iam::015992161532:policy/service-role/AWSGlueServiceRole-eventLogs-EZCRC-s3Policy,us-east-1,-,-,NO_MATCH
arn:aws:ec2:ap-northeast-1:015992161532:subnet/subnet-03a1533a0ac58282a,ap-northeast-1,-,-,NO_MATCH
arn:aws:memorydb:us-west-1:015992161532:parametergroup/default.memorydb-redis7.search,us-west-1,-,-,NO_MATCH
arn:aws:ec2:us-east-1:015992161532:network-interface/eni-0a6e9ba8cc1e17894,us-east-1,-,-,NO_MATCH
arn:aws:logs:us-east-1:015992161532:log-group:/aws/lambda/Observability-Workshop-SourceCodeLambdaFunction-gJr8BbYfoxvK,us-east-1,resourcegroupstaggingapi,{'Application': 'bs'},DRY-RUN
arn:aws:ec2:ap-southeast-1:015992161532:subnet/subnet-042246b43a3ac19bc,ap-southeast-1,-,-,NO_MATCH
arn:aws:logs:eu-central-1:015992161532:log-group:/aws/lambda/ws-serverless-patterns-users-UsersFunction-4CMt1YGjVOWn,eu-central-1,-,-,NO_MATCH
arn:aws:ec2:us-east-2:015992161532:security-group-rule/sgr-0c66732ae83de40ef,us-east-2,-,-,NO_MATCH
arn:aws:ec2:eu-central-1:015992161532:security-group-rule/sgr-02faa2f36a7e8e085,eu-central-1,-,-,NO_MATCH
arn:aws:iam::015992161532:role/service-role/AWSCloud9SSMAccessRole,us-east-1,-,-,NO_MATCH
arn:aws:rds:us-east-1:015992161532:og:default:mysql-8-0,us-east-1,-,-,NO_MATCH
arn:aws:athena:ap-northeast-2:015992161532:workgroup/primary,ap-northeast-2,-,-,NO_MATCH
